P , 1537243262521 , 6.800111992366067 , 79.90134507409638
B , 1537243265109 , 6.800111992366067 , 79.90134507409638
P , 1537243267573 , 6.800111992366067 , 79.90134507409638
B , 1537243270722 , 6.8001119 , 79.9013453
P , 1537243272776 , 6.8001119 , 79.9013453
P , 1537243435948 , 6.8001925 , 79.9013297
B , 1537243436975 , 6.800192454609455 , 79.90132974569227
B , 1537243437196 , 6.800192454609455 , 79.90132974569227
B , 1537243437415 , 6.800192454609455 , 79.90132974569227
P , 1537243469270 , 6.8001925 , 79.9013297
P , 1537243469505 , 6.8001925 , 79.9013297
P , 1537243469722 , 6.8001925 , 79.9013297
B , 1537243470339 , 6.800192454609455 , 79.90132974569227
B , 1537243470688 , 6.800192454609455 , 79.90132974569227
B , 1537243471095 , 6.800192454609455 , 79.90132974569227
B , 1537243568633 , 6.800130001698414 , 79.90130725092621
P , 1537243569005 , 6.8001368 , 79.9013116
P , 1537243630268 , 6.800126212819532 , 79.90130326472126
P , 1537243630991 , 6.800126212819532 , 79.90130326472126
P , 1537243631251 , 6.800126212819532 , 79.90130326472126
P , 1537243631462 , 6.800126212819532 , 79.90130326472126
P , 1537243631665 , 6.800126212819532 , 79.90130326472126
P , 1537243631955 , 6.8001266 , 79.9013038
P , 1537243632149 , 6.8001266 , 79.9013038
P , 1537243632354 , 6.8001266 , 79.9013038
P , 1537243632524 , 6.8001266 , 79.9013038
P , 1537243781247 , 6.800145137139204 , 79.90135236602458
P , 1537243781440 , 6.800145137139204 , 79.90135236602458
P , 1537243781653 , 6.800145137139204 , 79.90135236602458
B , 1537243782040 , 6.8001447 , 79.9013532
B , 1537243782235 , 6.8001447 , 79.9013532
B , 1537243782465 , 6.8001447 , 79.9013532
B , 1537244085966 , 6.800131770554685 , 79.90133642644773
P , 1537244086859 , 6.800131770554685 , 79.90133642644773
P , 1537244137548 , 6.800140436722541 , 79.90134365211476
P , 1537244138190 , 6.800140436722541 , 79.90134365211476
B , 1537244138691 , 6.800140436722541 , 79.90134365211476
P , 1537244139310 , 6.8001404 , 79.9013437
B , 1537244139659 , 6.8001404 , 79.9013437
P , 1537244139960 , 6.800140436722541 , 79.90134365211476

