P , 1537579757630 , 6.0355444 , 80.2693322
B , 1537579837893 , 6.033671508555393 , 80.2617305666625
B , 1537579977222 , 6.0379679 , 80.2511106
B , 1537579980750 , 6.0379287 , 80.2508094
B , 1537580067154 , 6.045152226671184 , 80.25350387409544
B , 1537580091302 , 6.0489514922473395 , 80.25517474218134
B , 1537580091502 , 6.0489514922473395 , 80.25517474218134
B , 1537580091701 , 6.0489514922473395 , 80.25517474218134
B , 1537580091919 , 6.0489514922473395 , 80.25517474218134
B , 1537580092110 , 6.0489514922473395 , 80.25517474218134
B , 1537580105000 , 6.0503568 , 80.2565761
B , 1537580105305 , 6.050432989895596 , 80.25669267337499
B , 1537580105559 , 6.050432989895596 , 80.25669267337499
B , 1537580105879 , 6.050432989895596 , 80.25669267337499
B , 1537580106203 , 6.050432989895596 , 80.25669267337499
B , 1537580106534 , 6.050521836280722 , 80.25681731608414
B , 1537580106981 , 6.050521836280722 , 80.25681731608414
B , 1537580107494 , 6.0506115 , 80.2569422
B , 1537580124637 , 6.052598001122259 , 80.25857956353678
B , 1537580125078 , 6.052598001122259 , 80.25857956353678
B , 1537580125645 , 6.052720132758364 , 80.25862698875875
B , 1537580126141 , 6.052720132758364 , 80.25862698875875
B , 1537580126824 , 6.0528416 , 80.25867
B , 1537580127332 , 6.052960145671909 , 80.2587093235256
B , 1537580127742 , 6.052960145671909 , 80.2587093235256
B , 1537580137346 , 6.053559180207945 , 80.25874804199185
B , 1537580152485 , 6.054068035846187 , 80.25820714400396
B , 1537580222499 , 6.056254361188183 , 80.25443991603075

